(663,748)
(742,855)
(818,603)
(835,282)
(897,85)
(852,153)
(633,603)
(64,533)
(992,697)
(358,895)
(399,247)
(217,987)
(982,985)
(528,920)
(387,157)
(96,592)
(326,927)
(136,549)
(797,998)
(799,100)
(781,214)
(609,497)
(848,464)
(998,874)
(933,654)
(288,108)
(447,278)
(700,198)
(208,714)
(317,38)
(27,630)
(281,434)
(45,531)
(141,965)
(980,810)
(945,433)
(856,529)
(236,606)
(458,967)
(379,719)
(357,342)
(419,654)
(665,722)
(44,793)
(910,529)
(85,692)
(884,81)
(990,766)
(793,200)
(755,282)
(394,96)
(351,116)
(641,709)
(750,635)
(931,9)
(698,488)
(564,153)
(714,569)
(457,762)
(784,28)
(97,297)
(421,144)
(80,973)
(437,592)
(295,199)
(877,282)
(222,408)
(827,819)
(321,402)
(755,90)
(977,344)
(383,635)
(900,601)
(206,834)
(383,432)
(827,802)
(544,551)
(133,828)
(500,141)
(235,136)
(380,98)
(763,586)
(456,651)
(97,312)
(231,896)
(248,602)
(338,121)
(95,711)
(681,304)
(116,692)
(103,869)
(205,12)
(979,353)
(303,476)
(358,341)
(34,734)
(330,527)
(428,357)
(680,857)
(218,336)
(84,105)
(128,545)
(745,121)
(133,419)
(135,230)
(675,10)
(838,662)
(127,142)
(558,494)
(492,582)
(299,150)
(422,684)
(246,947)
(548,714)
(118,285)
(221,266)
(79,261)
(349,642)
(811,491)
(852,262)
(252,913)
(661,7)
(744,62)
(565,470)
(9,544)
(659,140)
(982,671)
(508,215)
(413,418)
(512,738)
(545,683)
(461,493)
(10,277)
(281,940)
(246,406)
(741,150)
(271,458)
(645,221)
(943,83)
(557,649)
(196,320)
(208,759)
(931,359)
(332,926)
(902,131)
(153,818)
(754,721)
(924,810)
(504,18)
(420,227)
(11,549)
(275,839)
(960,111)
(863,559)
(997,395)
(553,109)
(337,751)
(645,994)
(480,815)
(368,791)
(80,516)
(50,770)
(747,2)
(944,820)
(610,636)
(51,113)
(296,805)
(397,118)
(780,422)
(116,952)
(846,50)
(936,216)
(623,64)
(49,969)
(514,694)
(307,952)
(939,978)
(385,676)
(338,137)
(184,448)
(437,301)
(76,268)
(744,414)
(207,542)
(815,793)
(20,45)
(101,318)
(114,822)
(93,917)
(650,282)
(556,140)
(876,167)
(902,167)
(137,823)
(550,698)
(843,697)
(617,639)
(542,659)
(44,841)
(986,94)
(838,59)
(512,68)
(292,873)
(134,953)
(317,941)
(665,289)
(663,183)
(638,19)
(372,476)
(534,698)
(979,467)
(590,44)
(587,776)
(388,23)
(145,779)
(845,280)
(989,77)
(368,599)
(348,748)
(70,929)
(858,374)
(180,625)
(73,99)
(445,334)
(464,542)
(516,277)
(617,538)
(292,731)
(289,272)
(983,85)
(18,611)
(466,826)
(470,873)
(101,733)
(983,778)
(974,217)
(483,292)
(77,441)
(810,991)
(479,727)
(599,699)
(466,649)
(434,181)
(359,147)
(751,107)
(115,665)
(351,263)
(895,90)
(765,352)
(831,730)
(69,805)
(135,403)
(988,367)
(699,753)
(599,94)
(876,320)
(550,960)
(259,261)
(140,435)
(981,455)
(434,245)
(905,337)
(408,109)
(485,635)
(421,957)
(138,916)
(779,979)
(694,921)
(599,341)
(734,796)
(978,96)
(206,798)
(940,41)
(602,249)
(880,415)
(744,997)
(167,167)
(37,232)
(996,205)
(993,863)
(144,204)
(169,251)
(410,625)
(456,501)
(566,94)
(197,527)
(170,190)
(660,36)
(260,88)
(276,661)
(199,824)
(919,245)
(439,323)
(959,344)
(406,283)
(243,50)
(27,713)
(173,440)
(752,139)
(86,112)
(809,676)
(469,339)
(388,947)
(752,410)
(498,700)
(290,290)
(340,622)
(620,296)
(463,780)
(640,731)
(663,681)
(253,129)
(795,485)
(799,33)
(255,590)
(504,55)
(582,645)
(97,531)
(833,760)
(867,677)
(483,613)
(518,57)
(206,121)
(46,767)
(32,66)
(986,477)
(93,728)
(955,534)
(743,671)
(154,834)
(129,508)
(343,945)
(827,853)
(827,288)
(984,937)
(877,573)
(178,519)
(769,791)
(586,351)
(498,937)
(326,512)
(610,769)
(955,551)
(376,333)
(609,536)
(304,490)
(690,195)
(499,478)
(923,423)
(96,306)
(731,186)
(516,127)
(273,335)
(713,713)
(478,925)
(459,54)
(280,921)
(516,624)
(121,947)
(305,411)
(106,589)
(198,835)
(149,825)
(660,669)
(803,556)
(609,507)
(176,185)
(496,706)
(349,473)
(242,815)
(282,877)
(766,443)
(595,833)
(638,646)
(480,581)
(790,401)
(208,354)
(314,923)
(49,189)
(913,628)
(196,458)
(206,858)
(306,305)
(446,77)
(824,384)
(239,84)
(598,689)
(56,909)
(638,125)
(517,633)
(480,954)
(938,326)
(859,206)
(667,726)
(472,810)
(5,623)
(476,844)
(627,570)
